person,condition,trial,id,found,item_class,x,y,rt,trial_p
1,1,2,5,20,1,0.283596837944664,0.22727272727272727,15.8,2
1,1,3,17,1,2,0.007905138339920948,0.8586956521739131,1.07,3
1,1,3,18,2,2,0.2075098814229249,0.8883399209486166,1.77,3
1,1,3,19,3,2,0.3191699604743083,0.8774703557312253,2.37,3
1,1,3,13,4,2,0.4150197628458498,0.6492094861660079,3.04,3
1,1,3,12,5,2,0,0.6600790513833992,3.64,3
1,1,3,10,6,2,0.17687747035573123,0.44861660079051385,4.33,3
1,1,3,6,7,2,0.17885375494071146,0.233201581027668,4.87,3
1,1,3,1,8,2,0.19960474308300397,0.041501976284584984,5.53,3
1,1,3,3,9,2,0.383399209486166,0.04940711462450593,6.27,3
1,1,3,2,10,2,0.3577075098814229,0,6.83,3
1,1,3,11,11,1,0.8448616600790514,0.43379446640316205,9.03,3
1,1,3,16,12,2,0.7954545454545454,0.6729249011857708,9.6,3
1,1,3,15,13,2,0.6867588932806324,0.6363636363636364,10.02,3
1,1,3,20,14,2,0.6837944664031621,0.8646245059288538,10.65,3
1,1,3,9,15,2,0.9565217391304348,0.2648221343873518,11.78,3
1,1,3,5,16,2,0.817193675889328,0.001976284584980237,12.53,3
1,1,3,4,17,1,0.5879446640316206,9.881422924901185e-4,13.27,3
1,1,3,8,18,1,0.4535573122529644,0.20355731225296442,13.9,3
1,1,3,7,19,1,0.2984189723320158,0.2134387351778656,14.65,3
1,1,3,14,20,1,0.5642292490118577,0.6758893280632411,15.48,3
1,1,4,17,1,2,0.09288537549407115,0.8695652173913043,1.1,4
1,1,4,15,2,2,0.29446640316205536,0.6620553359683794,1.74,4
1,1,4,14,3,2,0,0.6373517786561265,2.34,4
1,1,4,9,4,2,0.03260869565217391,0.39920948616600793,3.2,4
1,1,4,10,5,2,0.2756916996047431,0.42193675889328064,3.9,4
1,1,4,4,6,2,0.1225296442687747,0.20948616600790515,4.47,4
1,1,4,5,7,2,0.41205533596837945,0.22035573122529645,5.17,4
1,1,4,11,8,2,0.6294466403162056,0.4189723320158103,5.93,4
1,1,4,12,9,2,0.7944664031620553,0.4367588932806324,6.57,4
1,1,4,7,10,2,0.7806324110671937,0.24703557312252963,7.07,4
1,1,4,8,11,2,0.9199604743083004,0.2549407114624506,7.53,4
1,1,4,16,12,2,0.799407114624506,0.6264822134387352,8.17,4
1,1,4,20,13,2,0.7796442687747036,0.8557312252964426,9,4
1,1,4,19,14,2,0.5009881422924901,0.8428853754940712,9.67,4
1,1,4,18,15,2,0.40711462450592883,0.8438735177865613,10.27,4
1,1,4,1,16,1,0.001976284584980237,0.00691699604743083,12,4
1,1,4,2,17,1,0.6175889328063241,0,12.77,4
1,1,4,6,18,1,0.6739130434782609,0.2015810276679842,13.38,4
1,1,4,3,19,1,0.9169960474308301,0.005928853754940711,14.18,4
1,1,4,13,20,1,0.9337944664031621,0.4258893280632411,15.48,4
1,1,5,16,1,2,0.0266798418972332,0.8873517786561265,0.87,5
1,1,5,17,2,2,0.1482213438735178,0.8725296442687747,1.34,5
1,1,5,18,3,2,0.2628458498023715,0.8636363636363636,1.8,5
1,1,5,19,4,2,0.8043478260869565,0.8725296442687747,2.77,5
1,1,5,14,5,2,0.633399209486166,0.6590909090909091,3.44,5
1,1,5,13,6,2,0.5247035573122529,0.6541501976284585,5.07,5
1,1,5,8,7,2,0.2756916996047431,0.43873517786561267,5.77,5
1,1,5,10,8,2,0.6324110671936759,0.4515810276679842,6.7,5
1,1,5,11,9,2,0.7974308300395256,0.4624505928853755,7.33,5
1,1,5,12,10,2,0.9476284584980237,0.4980237154150198,7.97,5
1,1,5,7,11,2,0.5375494071146245,0.2134387351778656,8.77,5
1,1,5,4,12,2,0.674901185770751,0.03557312252964427,10.43,5
1,1,5,3,13,2,0.525691699604743,0.05237154150197629,10.93,5
1,1,5,2,14,2,0.40019762845849804,0.044466403162055336,11.47,5
1,1,5,1,15,2,0.040513833992094864,0,12.18,5
1,1,5,5,16,1,0,0.22035573122529645,13.23,5
1,1,5,6,17,1,0.26778656126482214,0.2727272727272727,14.3,5
1,1,5,9,18,1,0.508893280632411,0.4150197628458498,15.05,5
1,1,5,15,19,1,0.9031620553359684,0.658102766798419,16.12,5
1,1,5,20,20,1,0.9051383399209486,0.866600790513834,17.6,5
1,1,6,16,1,2,0.2509881422924901,0.8685770750988142,2.39,6
1,1,6,12,2,2,0.4061264822134387,0.6887351778656127,3.22,6
1,1,6,13,3,2,0.5424901185770751,0.674901185770751,3.75,6
1,1,6,14,4,2,0.6373517786561265,0.6778656126482213,4.25,6
1,1,6,18,5,2,0.6986166007905138,0.8735177865612648,5.02,6
1,1,6,19,6,2,0.799407114624506,0.8804347826086957,5.55,6
1,1,6,15,7,2,0.8992094861660079,0.6887351778656127,6.28,6
1,1,6,8,8,2,0.5316205533596838,0.47134387351778656,7.05,6
1,1,6,7,9,2,0.16699604743083005,0.49308300395256915,7.88,6
1,1,6,10,10,2,0.1492094861660079,0.6719367588932806,8.52,6
1,1,6,9,11,2,0,0.6531620553359684,9.05,6
1,1,6,5,12,2,0.024703557312252964,0.2855731225296443,9.68,6
1,1,6,1,13,2,0.017786561264822136,0.03359683794466403,10.38,6
1,1,6,3,14,2,0.3794466403162055,0,11.28,6
1,1,6,4,15,2,0.7885375494071146,0.043478260869565216,12.17,6
1,1,6,2,16,1,0.25889328063241107,0.037549407114624504,12.92,6
1,1,6,6,17,1,0.31126482213438733,0.2816205533596838,13.75,6
1,1,6,20,18,1,0.932806324110672,0.8804347826086957,15.5,6
1,1,6,11,19,1,0.2608695652173913,0.700592885375494,16.47,6
1,1,6,17,20,1,0.525691699604743,0.8992094861660079,17.5,6
1,1,7,18,1,2,0,0.8488142292490118,1.17,7
1,1,7,19,2,2,0.38636363636363635,0.8626482213438735,2.27,7
1,1,7,14,3,2,0.40019762845849804,0.6709486166007905,2.84,7
1,1,7,15,4,2,0.5138339920948617,0.6679841897233202,3.23,7
1,1,7,16,5,2,0.6590909090909091,0.6521739130434783,3.8,7
1,1,7,17,6,2,0.7875494071146245,0.6482213438735178,4.37,7
1,1,7,12,7,2,0.682806324110672,0.4278656126482213,5.03,7
1,1,7,11,8,2,0.5464426877470355,0.424901185770751,5.53,7
1,1,7,10,9,2,0.42193675889328064,0.4614624505928854,6,7
1,1,7,8,10,2,0.1373517786561265,0.4160079051383399,6.63,7
1,1,7,7,11,2,0.0266798418972332,0.4308300395256917,7.1,7
1,1,7,1,12,2,0.023715415019762844,0.011857707509881422,8.78,7
1,1,7,2,13,2,0.6739130434782609,0.001976284584980237,9.52,7
1,1,7,3,14,2,0.8893280632411067,0,10.45,7
1,1,7,6,15,2,0.9140316205533597,0.2519762845849802,11.12,7
1,1,7,5,16,1,0.808300395256917,0.23221343873517786,11.62,7
1,1,7,4,17,1,0.5217391304347826,0.22134387351778656,12.33,7
1,1,7,9,18,1,0.2855731225296443,0.42292490118577075,13.17,7
1,1,7,13,19,1,0.30237154150197626,0.6926877470355731,14.42,7
1,1,7,20,20,1,0.6699604743083004,0.8804347826086957,15.62,7
1,1,8,15,1,2,0,0.8359683794466403,1.04,8
1,1,8,16,2,2,0.23715415019762845,0.8715415019762845,1.57,8
1,1,8,17,3,2,0.3814229249011858,0.9150197628458498,2.07,8
1,1,8,18,4,2,0.4772727272727273,0.9051383399209486,2.5,8
1,1,8,19,5,2,0.7559288537549407,0.8784584980237155,3.34,8
1,1,8,13,6,2,0.782608695652174,0.6650197628458498,3.84,8
1,1,8,11,7,2,0.40711462450592883,0.6571146245059288,4.4,8
1,1,8,10,8,2,0.22924901185770752,0.6600790513833992,4.83,8
1,1,8,6,9,2,0.11462450592885376,0.44367588932806323,5.47,8
1,1,8,8,10,2,0.3922924901185771,0.4743083003952569,6.33,8
1,1,8,9,11,2,0.9090909090909091,0.44762845849802374,7.1,8
1,1,8,5,12,2,0.6304347826086957,0.24604743083003952,7.7,8
1,1,8,2,13,2,0.6600790513833992,0.040513833992094864,8.3,8
1,1,8,3,14,2,0.791501976284585,0.05039525691699605,8.85,8
1,1,8,4,15,2,0.010869565217391304,0.23616600790513834,9.87,8
1,1,8,1,16,1,0.1383399209486166,0,10.58,8
1,1,8,7,17,1,0.22727272727272727,0.4278656126482213,11.52,8
1,1,8,12,18,1,0.642292490118577,0.6897233201581028,12.38,8
1,1,8,14,19,1,0.8883399209486166,0.6432806324110671,13.1,8
1,1,8,20,20,1,0.866600790513834,0.8814229249011858,13.63,8
1,1,9,18,1,2,0.308300395256917,0.8399209486166008,1.24,9
1,1,9,19,2,2,0.4644268774703557,0.8725296442687747,1.8,9
1,1,9,20,3,2,0.5523715415019763,0.8330039525691699,2.34,9
1,1,9,13,4,2,0.2885375494071146,0.642292490118577,3.6,9
1,1,9,14,5,2,0.5602766798418972,0.6254940711462451,4.2,9
1,1,9,16,6,2,0.8092885375494071,0.6067193675889329,4.83,9
1,1,9,15,7,1,0.6926877470355731,0.6442687747035574,5.37,9
1,1,9,17,8,1,0.9150197628458498,0.674901185770751,6.07,9
1,1,9,12,9,1,0.6788537549407114,0.3794466403162055,8.3,9
1,1,9,11,10,2,0.5355731225296443,0.4278656126482213,8.8,9
1,1,9,10,11,2,0.32707509881422925,0.4426877470355731,9.57,9
1,1,9,9,12,2,0,0.43379446640316205,10.4,9
1,1,9,6,13,2,0.16205533596837945,0.22826086956521738,11.3,9
1,1,9,7,14,1,0.4308300395256917,0.23221343873517786,11.95,9
1,1,9,8,15,2,0.8142292490118577,0.22628458498023715,12.95,9
1,1,9,3,16,2,0.2776679841897233,0,13.95,9
1,1,9,2,17,2,0.13537549407114624,0.016798418972332016,14.45,9
1,1,9,1,18,1,0.04940711462450593,0.001976284584980237,15.13,9
1,1,9,4,19,2,0.558300395256917,0.012845849802371542,15.98,9
1,1,9,5,20,2,0.8221343873517787,0,16.73,9
1,1,10,17,1,2,0.1482213438735178,0.8310276679841897,0.97,10
1,1,10,14,2,2,0.03162055335968379,0.6541501976284585,1.47,10
1,1,10,9,3,2,0.029644268774703556,0.43478260869565216,1.97,10
1,1,10,2,4,2,0.09683794466403162,0.024703557312252964,2.8,10
1,1,10,3,5,2,0.391304347826087,0,3.63,10
1,1,10,6,6,2,0.40810276679841895,0.2490118577075099,4.37,10
1,1,10,5,7,2,0.2608695652173913,0.2341897233201581,4.87,10
1,1,10,10,8,2,0.24703557312252963,0.4535573122529644,5.43,10
1,1,10,15,9,2,0.38537549407114624,0.6432806324110671,6.47,10
1,1,10,18,10,2,0.38537549407114624,0.8745059288537549,6.97,10
1,1,10,19,11,2,0.5138339920948617,0.8586956521739131,7.83,10
1,1,10,11,12,2,0.6462450592885376,0.4634387351778656,8.53,10
1,1,10,8,13,2,0.633399209486166,0.18972332015810275,9.08,10
1,1,10,4,14,2,0.782608695652174,0.00691699604743083,9.72,10
1,1,10,12,15,1,0.7737154150197628,0.4268774703557312,10.52,10
1,1,10,13,16,1,0.9179841897233202,0.43280632411067194,11.13,10
1,1,10,20,17,2,0.8320158102766798,0.8537549407114624,12.18,10
1,1,10,16,18,1,0.799407114624506,0.6571146245059288,12.73,10
1,1,10,7,19,1,0.5513833992094862,0.22826086956521738,13.5,10
1,1,10,1,20,1,0,0.0266798418972332,14.33,10
1,2,11,16,1,2,0.04743083003952569,0.8349802371541502,1.12,1
1,2,11,18,2,2,0.41106719367588934,0.8527667984189723,1.65,1
1,2,11,19,3,2,0.5662055335968379,0.892292490118577,2.19,1
1,2,11,15,4,2,0.7747035573122529,0.6264822134387352,3.55,1
1,2,11,14,5,2,0.41205533596837945,0.6324110671936759,4.19,1
1,2,11,10,6,2,0,0.41798418972332013,4.92,1
1,2,11,7,7,2,0.4199604743083004,0.2381422924901186,5.75,1
1,2,11,9,8,2,0.9090909090909091,0.22727272727272727,6.45,1
1,2,11,4,9,2,0.7766798418972332,0.010869565217391304,7.08,1
1,2,11,1,10,2,0.15612648221343872,0.011857707509881422,7.88,1
1,2,11,2,11,1,0.39920948616600793,0.025691699604743084,9.05,1
1,2,11,3,12,1,0.5286561264822134,0.023715415019762844,9.72,1
1,2,11,5,13,1,0.8972332015810277,0,10.52,1
1,2,11,8,14,1,0.7835968379446641,0.21739130434782608,11.25,1
1,2,11,11,15,1,0.9397233201581028,0.40019762845849804,12.25,1
1,2,11,13,16,1,0.30138339920948615,0.691699604743083,13.17,1
1,2,11,12,17,1,0.1432806324110672,0.6373517786561265,13.7,1
1,2,11,17,18,1,0.16798418972332016,0.8231225296442688,14.38,1
1,2,11,20,19,1,0.642292490118577,0.8715415019762845,15.22,1
1,2,11,6,20,1,0.010869565217391304,0.20454545454545456,16.2,1
1,2,12,15,1,2,0.1551383399209486,0.6719367588932806,1.17,2
1,2,12,16,2,2,0.29051383399209485,0.6729249011857708,1.57,2
1,2,12,17,3,2,0.4397233201581028,0.6403162055335968,2.04,2
1,2,12,10,4,2,0.3942687747035573,0.43873517786561267,2.7,2
1,2,12,8,5,2,0,0.4535573122529644,3.3,2
1,2,12,4,6,2,0.03260869565217391,0.24110671936758893,3.87,2
1,2,12,1,7,2,0.041501976284584984,0.021739130434782608,4.47,2
1,2,12,2,8,2,0.2766798418972332,0.022727272727272728,5,2
1,2,12,7,9,2,0.9407114624505929,0.21442687747035574,5.8,2
1,2,12,3,10,2,0.567193675889328,0,6.83,2
1,2,12,14,11,1,0.9179841897233202,0.43478260869565216,8,2
1,2,12,13,12,1,0.7934782608695652,0.41106719367588934,8.4,2
1,2,12,12,13,1,0.691699604743083,0.466403162055336,8.87,2
1,2,12,11,14,1,0.5276679841897233,0.4407114624505929,9.35,2
1,2,12,6,15,1,0.5365612648221344,0.24802371541501977,9.87,2
1,2,12,5,16,1,0.3883399209486166,0.2440711462450593,10.33,2
1,2,12,9,17,1,0.2994071146245059,0.4209486166007905,10.85,2
1,2,12,18,18,1,0.9229249011857708,0.6561264822134387,11.73,2
1,2,12,20,19,1,0.8023715415019763,0.8488142292490118,12.27,2
1,2,12,19,20,1,0.15217391304347827,0.8675889328063241,13.15,2
1,2,13,19,1,1,0.29051383399209485,0.8903162055335968,2.14,3
1,2,13,20,2,1,0.6818181818181818,0.8626482213438735,3.4,3
1,2,13,15,3,2,0,0.6590909090909091,4.47,3
1,2,13,16,4,2,0.2707509881422925,0.682806324110672,5.27,3
1,2,13,17,5,1,0.5543478260869565,0.658102766798419,6.3,3
1,2,13,18,6,2,0.7984189723320159,0.6521739130434783,6.97,3
1,2,13,12,7,1,0.5553359683794467,0.4634387351778656,8.33,3
1,2,13,13,8,2,0.6768774703557312,0.4673913043478261,8.93,3
1,2,13,11,9,2,0.39624505928853754,0.4515810276679842,9.6,3
1,2,13,14,10,1,0.8053359683794467,0.4535573122529644,10.57,3
1,2,13,9,11,1,0.41304347826086957,0.2707509881422925,11.43,3
1,2,13,8,12,2,0.26679841897233203,0.22035573122529645,11.9,3
1,2,13,7,13,2,0.18379446640316205,0.2391304347826087,12.27,3
1,2,13,6,14,2,0.023715415019762844,0.2519762845849802,12.85,3
1,2,13,10,15,1,0.6907114624505929,0.25296442687747034,13.87,3
1,2,13,1,16,1,0.12845849802371542,0.03458498023715415,15.3,3
1,2,13,2,17,1,0.5335968379446641,0.02766798418972332,16,3
1,2,13,3,18,1,0.700592885375494,0,16.53,3
1,2,13,4,19,2,0.8201581027667985,0.03162055335968379,16.93,3
1,2,13,5,20,2,0.9446640316205533,0.015810276679841896,17.45,3
1,2,14,17,1,2,0.014822134387351778,0.9051383399209486,1.2,4
1,2,14,18,2,2,0.12944664031620554,0.8211462450592886,2.14,4
1,2,14,19,3,1,0.6729249011857708,0.8774703557312253,3.14,4
1,2,14,20,4,1,0.7638339920948617,0.892292490118577,4.24,4
1,2,14,16,5,2,0.7984189723320159,0.6640316205533597,6.33,4
1,2,14,12,6,2,0.5227272727272727,0.4990118577075099,7.13,4
1,2,14,15,7,2,0.9051383399209486,0.4209486166007905,7.73,4
1,2,14,9,8,2,0.791501976284585,0.24110671936758893,8.3,4
1,2,14,8,9,2,0.49604743083003955,0.22924901185770752,8.83,4
1,2,14,7,10,2,0.2509881422924901,0.25790513833992096,9.33,4
1,2,14,3,11,2,0.27964426877470355,0.04743083003952569,10.57,4
1,2,14,4,12,2,0.6373517786561265,0.010869565217391304,11.43,4
1,2,14,1,13,1,0.040513833992094864,0.05434782608695652,12.95,4
1,2,14,2,14,1,0.09782608695652174,0.07707509881422925,13.48,4
1,2,14,6,15,1,0,0.23122529644268774,14.08,4
1,2,14,10,16,1,0.23221343873517786,0.4723320158102767,14.78,4
1,2,14,11,17,1,0.42193675889328064,0.45849802371541504,15.33,4
1,2,14,13,18,1,0.6571146245059288,0.4061264822134387,16,4
1,2,14,14,19,1,0.7865612648221344,0.4525691699604743,16.6,4
1,2,14,5,20,1,0.8112648221343873,0,17.63,4
1,2,15,16,1,1,0.17094861660079053,0.900197628458498,1.27,5
1,2,15,17,2,1,0.2816205533596838,0.8507905138339921,2.07,5
1,2,15,18,3,1,0.532608695652174,0.8567193675889329,3.04,5
1,2,15,19,4,2,0.7776679841897233,0.8389328063241107,3.77,5
1,2,15,20,5,2,0.9090909090909091,0.892292490118577,4.47,5
1,2,15,12,6,1,0.14624505928853754,0.6462450592885376,5.6,5
1,2,15,13,7,2,0.41304347826086957,0.6561264822134387,6.53,5
1,2,15,14,8,1,0.4980237154150198,0.6837944664031621,7.27,5
1,2,15,15,9,2,0.6926877470355731,0.6521739130434783,8.1,5
1,2,15,7,10,1,0,0.44367588932806323,9.1,5
1,2,15,8,11,2,0.14624505928853754,0.43873517786561267,9.57,5
1,2,15,9,12,2,0.2608695652173913,0.43379446640316205,10.13,5
1,2,15,10,13,2,0.6521739130434783,0.44565217391304346,11.27,5
1,2,15,11,14,1,0.7944664031620553,0.4357707509881423,11.93,5
1,2,15,5,15,2,0.40810276679841895,0.23715415019762845,13.32,5
1,2,15,6,16,2,0.8112648221343873,0.24802371541501977,14.6,5
1,2,15,2,17,2,0.4061264822134387,0.040513833992094864,15.88,5
1,2,15,1,18,1,0.015810276679841896,0.03458498023715415,16.98,5
1,2,15,3,19,1,0.7687747035573123,0.008893280632411068,18.23,5
1,2,15,4,20,1,0.8814229249011858,0,18.85,5
1,2,16,18,1,1,0.1600790513833992,0.8735177865612648,1.74,6
1,2,16,20,2,2,0.8725296442687747,0.841897233201581,3.8,6
1,2,16,19,3,2,0.26976284584980237,0.8547430830039525,4.6,6
1,2,16,17,4,2,0.04841897233201581,0.8458498023715415,5.07,6
1,2,16,14,5,2,0.2598814229249012,0.6472332015810277,7.52,6
1,2,16,15,6,2,0.5108695652173914,0.6393280632411067,8.25,6
1,2,16,16,7,1,0.9239130434782609,0.6245059288537549,8.95,6
1,2,16,11,8,1,0.11956521739130435,0.4772727272727273,9.98,6
1,2,16,10,9,1,0.038537549407114624,0.41798418972332013,10.52,6
1,2,16,12,10,2,0.4505928853754941,0.40019762845849804,11.62,6
1,2,16,8,11,1,0.599802371541502,0.24308300395256918,13.92,6
1,2,16,7,12,1,0.5049407114624506,0.22529644268774704,14.42,6
1,2,16,6,13,1,0.39822134387351776,0.2490118577075099,14.92,6
1,2,16,5,14,2,0.14525691699604742,0.21442687747035574,15.58,6
1,2,16,13,15,2,0.8992094861660079,0.4268774703557312,16.38,6
1,2,16,9,16,2,0.9071146245059288,0.25,16.98,6
1,2,16,3,17,1,0.3675889328063241,0,18.56,6
1,2,16,2,18,1,0.25296442687747034,0.001976284584980237,19.11,6
1,2,16,1,19,1,0,0.015810276679841896,20.11,6
1,2,16,4,20,2,0.5108695652173914,0.014822134387351778,22.2,6
1,2,17,13,1,2,0.11857707509881422,0.6492094861660079,0.94,7
1,2,17,14,2,2,0.2490118577075099,0.6492094861660079,1.44,7
1,2,17,10,3,2,0.6185770750988142,0.44960474308300397,2.2,7
1,2,17,9,4,2,0.038537549407114624,0.4397233201581028,2.8,7
1,2,17,11,5,2,0.7579051383399209,0.46047430830039526,3.77,7
1,2,17,8,6,2,0.6482213438735178,0.2391304347826087,4.4,7
1,2,17,7,7,2,0.2440711462450593,0.24604743083003952,5.03,7
1,2,17,2,8,2,0.2974308300395257,0.0691699604743083,5.47,7
1,2,17,1,9,2,0,0.022727272727272728,6.07,7
1,2,17,5,10,2,0.7865612648221344,0,6.77,7
1,2,17,6,11,1,0.8962450592885376,0.015810276679841896,7.4,7
1,2,17,4,12,1,0.6284584980237155,0.06620553359683795,8,7
1,2,17,3,13,1,0.3784584980237154,0.022727272727272728,8.63,7
1,2,17,15,14,1,0.6245059288537549,0.6541501976284585,9.58,7
1,2,17,20,15,1,0.8794466403162056,0.8745059288537549,10.4,7
1,2,17,19,16,1,0.6630434782608695,0.8764822134387352,11.87,7
1,2,17,18,17,1,0.4031620553359684,0.8814229249011858,12.42,7
1,2,17,17,18,1,0.25691699604743085,0.8646245059288538,13.02,7
1,2,17,12,19,1,0.06719367588932806,0.6719367588932806,13.67,7
1,2,17,16,20,1,0.010869565217391304,0.8488142292490118,14.18,7
1,2,18,19,1,1,0.5227272727272727,0.8488142292490118,2.2,8
1,2,18,20,2,1,0.6452569169960475,0.8863636363636364,2.77,8
1,2,18,14,3,1,0.1373517786561265,0.6600790513833992,3.97,8
1,2,18,16,4,2,0.3952569169960474,0.6679841897233202,4.93,8
1,2,18,17,5,2,0.5316205533596838,0.6768774703557312,5.47,8
1,2,18,9,6,1,0.05434782608695652,0.4782608695652174,7.07,8
1,2,18,10,7,1,0.39031620553359686,0.4673913043478261,8.4,8
1,2,18,11,8,2,0.5434782608695652,0.48122529644268774,9.07,8
1,2,18,12,9,1,0.6521739130434783,0.4851778656126482,9.63,8
1,2,18,5,10,1,0,0.21047430830039526,11,8
1,2,18,6,11,2,0.2707509881422925,0.2717391304347826,11.73,8
1,2,18,7,12,1,0.5148221343873518,0.24802371541501977,13.4,8
1,2,18,8,13,2,0.7816205533596838,0.2628458498023715,14.17,8
1,2,18,1,14,2,0.037549407114624504,0.05632411067193676,15.7,8
1,2,18,2,15,2,0.2924901185770751,0.021739130434782608,16.52,8
1,2,18,3,16,2,0.5108695652173914,0,17.33,8
1,2,18,4,17,1,0.9347826086956522,0.016798418972332016,18.23,8
1,2,18,13,18,2,0.9298418972332015,0.44762845849802374,20.77,8
1,2,18,18,19,2,0.9199604743083004,0.7055335968379447,21.47,8
1,2,18,15,20,1,0.27964426877470355,0.674901185770751,23.17,8
1,2,19,18,1,2,0.15217391304347827,0.8913043478260869,2.2,9
1,2,19,19,2,1,0.6551383399209486,0.8636363636363636,3.44,9
1,2,19,20,3,1,0.8112648221343873,0.8656126482213439,4.27,9
1,2,19,15,4,2,0.11956521739130435,0.6887351778656127,5.2,9
1,2,19,16,5,1,0.5503952569169961,0.6936758893280632,6.13,9
1,2,19,17,6,2,0.924901185770751,0.674901185770751,6.9,9
1,2,19,8,7,2,0.018774703557312252,0.4515810276679842,7.93,9
1,2,19,9,8,2,0.1600790513833992,0.4723320158102767,8.47,9
1,2,19,10,9,1,0.3932806324110672,0.48221343873517786,9.37,9
1,2,19,14,10,1,0,0.6353754940711462,10.3,9
1,2,19,12,11,1,0.6709486166007905,0.4505928853754941,11.27,9
1,2,19,11,12,2,0.5197628458498024,0.43280632411067194,11.8,9
1,2,19,13,13,1,0.9525691699604744,0.45948616600790515,12.9,9
1,2,19,1,14,2,0.14031620553359683,0,15.33,9
1,2,19,5,15,2,0.003952569169960474,0.25790513833992096,16.08,9
1,2,19,3,16,2,0.4189723320158103,0.020750988142292492,16.96,9
1,2,19,2,17,1,0.2756916996047431,0.041501976284584984,17.51,9
1,2,19,4,18,2,0.8023715415019763,0.037549407114624504,18.46,9
1,2,19,7,19,1,0.941699604743083,0.2381422924901186,19.47,9
1,2,19,6,20,1,0.7905138339920948,0.2608695652173913,19.95,9
1,2,20,19,1,2,0.1432806324110672,0.8853754940711462,1.25,10
1,2,20,14,2,2,0.1225296442687747,0.6739130434782609,2.12,10
1,2,20,15,3,2,0.2341897233201581,0.6926877470355731,2.92,10
1,2,20,13,4,2,0.015810276679841896,0.6600790513833992,3.52,10
1,2,20,11,5,2,0.2608695652173913,0.44664031620553357,4.18,10
1,2,20,7,6,2,0.4140316205533597,0.233201581027668,4.75,10
1,2,20,2,7,2,0.10474308300395258,0.024703557312252964,5.58,10
1,2,20,5,8,2,0.6432806324110671,0,6.58,10
1,2,20,12,9,2,0.908102766798419,0.44861660079051385,7.38,10
1,2,20,20,10,2,0.6630434782608695,0.8675889328063241,8.18,10
1,2,20,16,11,1,0.5237154150197628,0.6610671936758893,9.12,10
1,2,20,17,12,1,0.8003952569169961,0.6976284584980237,10.22,10
1,2,20,18,13,1,0.9258893280632411,0.6304347826086957,10.72,10
1,2,20,6,14,1,0.15217391304347827,0.2391304347826087,12.17,10
1,2,20,10,15,1,0,0.4268774703557312,12.83,10
1,2,20,1,16,1,0.02865612648221344,0.041501976284584984,13.62,10
1,2,20,3,17,1,0.25691699604743085,0.03359683794466403,14.62,10
